#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000050418.3|SAMN03295755|GCA_000931985.2|Aeromonas salmonicida subsp. salmonicida||JF3224|Pathogen: environmental/food/other	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000931985.2	Scaffold	120107	4806166	133	A5 pipeline v. 20140401	Pathogen: environmental/food/other	PRJNA264317	Universite Laval	SAMN03295755	"JF3224"	NULL	2004	environmental/other	2886438	Switzerland	wild brown trout	NULL	wild brown trout fished in a prealpine river	NULL	NULL	NULL	JF3224	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	JF3224	NULL	NULL	PDT000050418.3	2016-02-23	29491	JXTA	JXTA00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000098398.2|SAMN03395036|GCA_001466435.1|Aeromonas salmonicida||Y567|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001466435.1	Contig	217341	4554843	47	A5 pipeline v. 20140401	Microbe	PRJNA264317	Universite Laval	SAMN03395036	"Y567"	NULL	NULL	NULL	2722878	India	fish	NULL	NULL	NULL	NULL	NULL	Y567	Aeromonas salmonicida	NULL	NULL	645	NULL	NULL	Y567	NULL	NULL	PDT000098398.2	2015-12-15	645	JZTG	JZTG00000000.1	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"ampC=HMM,blaOXA-956,cphA1"	"ampC=HMM,blaOXA-956,cphA1"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000098399.2|SAMN03396265|GCA_001466445.1|Aeromonas salmonicida subsp. smithia||JF4097|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001466445.1	Contig	28949	4307636	344	A5 pipeline v. 20140401	Microbe	PRJNA264317	Universite Laval	SAMN03396265	"JF4097"	NULL	NULL	NULL	2722898	Austria	Salvelinus alpinus lepeschini	NULL	NULL	NULL	NULL	NULL	JF4097	Aeromonas salmonicida subsp. smithia	NULL	NULL	645	NULL	NULL	JF4097	NULL	NULL	PDT000098399.2	2015-12-15	80745	JZTI	JZTI00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"ampC=HMM,blaOXA"	"ampC=HMM,blaOXA"	1	"arsC=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000101747.3|SAMN03332961|GCA_001499805.2|Aeromonas salmonicida subsp. salmonicida||RS534|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001499805.2	Scaffold	119021	4889514	123	A5 pipeline v. 20140401	Microbe	PRJNA264317	Universite Laval	SAMN03332961	"RS534"	NULL	NULL	NULL	2886378	France	fish	NULL	sick fish	NULL	NULL	NULL	RS534	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	RS534	NULL	NULL	PDT000101747.3	2016-02-23	29491	JYFF	JYFF00000000.1	NULL	NULL	NULL	0	0	0	0	10	10	NULL	"aadA1,ampC=HMM,blaOXA=PARTIAL,catA13,cphA,mcr-3,mcr-3=HMM,sul1,tet(E),vat=HMM"	"aadA1,ampC=HMM,blaOXA=PARTIAL,catA13,cphA,mcr-3,mcr-3=HMM,sul1,tet(E),vat=HMM"	10	"arsC=HMM,arsD=HMM,merA=HMM,merC,merD=HMM,merE=HMM,merP,merR,merT,qacEdelta1"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000101749.3|SAMN03395037|GCA_001481545.2|Aeromonas salmonicida||Y577|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001481545.2	Scaffold	101766	4736406	104	A5 pipeline v. 20140401	Microbe	PRJNA264317	Universite Laval	SAMN03395037	"Y577"	NULL	NULL	NULL	2886398	India	fish	NULL	NULL	NULL	NULL	NULL	Y577	Aeromonas salmonicida	NULL	NULL	645	NULL	NULL	Y577	NULL	NULL	PDT000101749.3	2016-02-23	645	JZTH	JZTH00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"ampC=HMM,blaOXA,cphA1,vat=HMM"	"ampC=HMM,blaOXA,cphA1,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000101750.3|SAMN03395034|GCA_001481535.2|Aeromonas salmonicida||Y47|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001481535.2	Scaffold	117778	4710230	118	A5 pipeline v. 20140401	Microbe	PRJNA264317	Universite Laval	SAMN03395034	"Y47"	NULL	NULL	NULL	2886418	India	chicken	NULL	NULL	NULL	NULL	NULL	Y47	Aeromonas salmonicida	NULL	NULL	645	NULL	NULL	Y47	NULL	NULL	PDT000101750.3	2016-02-23	645	JZTF	JZTF00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"ampC=HMM,blaOXA,cphA1,tet(E),vat=HMM"	"ampC=HMM,blaOXA,cphA1,tet(E),vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000130059.2|SAMN03332968|GCA_001597895.1|Aeromonas salmonicida subsp. salmonicida||JF3791|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001597895.1	Scaffold	115641	4730374	111	A5 pipeline v. 20140401	Microbe	PRJNA264317	Universite Laval	SAMN03332968	"JF3791"	NULL	2006	NULL	3222438	Switzerland	arctic char	NULL	sick fish	NULL	NULL	NULL	JF3791	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	JF3791	NULL	NULL	PDT000130059.2	2016-05-06	29491	JYFG	JYFG00000000.1	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"ampC=HMM,blaOXA=PARTIAL,catA=HMM,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,catA=HMM,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000131267.3|SAMN04449844|GCA_001643275.2|Aeromonas salmonicida subsp. salmonicida||J223|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001643275.2	Complete Genome	4702618	4897684	5	CLC NGS Cell v. 20; Celera Assembler v. 3	Microbe	PRJNA310296	Universidad Mayor	SAMN04449844	"J223"	Rocco Cipriano	1999	NULL	16300748	USA	Salmo salar	NULL	kidney	NULL	NULL	NULL	J223	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	J223	NULL	NULL	PDT000131267.3	2020-02-05	29491	NULL	NULL	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000131268.2|SAMN04450001|GCA_001643285.1|Aeromonas salmonicida subsp. salmonicida||J231|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001643285.1	Contig	99705	4746942	143	CLC Genomics Workbench v. 8.5	Microbe	PRJNA310296	Universidad Mayor	SAMN04450001	"J231"	NULL	2014	NULL	3235718	Chile: Microbial Pathogenesis and Vaccinology Laboratory, Huechuraba	NULL	NULL	Aeromonas salmonicida J223 after thermal Shock	NULL	NULL	NULL	J231	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	J231	NULL	NULL	PDT000131268.2	2016-05-13	29491	LSGY	LSGY00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000131269.2|SAMN04449999|GCA_001643305.1|Aeromonas salmonicida subsp. salmonicida||ATCC 33658|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001643305.1	Contig	89474	4728143	119	CLC NGS Cell v. 8.5	Microbe	PRJNA310296	Universidad Mayor	SAMN04449999	"ATCC 33658","ATCC:33658","J208"	NULL	1980	NULL	3235728	USA	Salmo salar	NULL	NULL	NULL	NULL	NULL	J208	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	ATCC 33658	NULL	NULL	PDT000131269.2	2016-05-13	29491	LSGW	LSGW00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000131271.3|SAMN04450000|GCA_001643355.2|Aeromonas salmonicida subsp. salmonicida||J227|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001643355.2	Complete Genome	4698084	4894354	5	Celera Assembler v. 8.3	Microbe	PRJNA310296	Universidad Mayor	SAMN04450000	"J227"	Tomas Schoffer	2014	NULL	38485098	Chile: Microbial Pathogenesis and Vaccinology Laboratory, Huechuraba	NULL	NULL	Aeromonas salmonicida J223 after thermal Shock	NULL	NULL	NULL	J227	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	J227	NULL	NULL	PDT000131271.3	2022-12-15	29491	NULL	NULL	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000172726.2|SAMN05728464|GCA_001901965.1|Aeromonas salmonicida subsp. salmonicida||170-68|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001901965.1	Contig	108711	4823596	115	A5-miseq v. 20160825	Microbe	PRJNA264317	Universite Laval	SAMN05728464	"170-68","HER1085"	NULL	1968	NULL	3787558	Norway	Trout	NULL	NULL	NULL	NULL	NULL	HER1085	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	170-68	NULL	NULL	PDT000172726.2	2016-12-13	29491	MIIN	MIIN00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000172728.2|SAMN05728463|GCA_001901975.1|Aeromonas salmonicida subsp. salmonicida||01-B522|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001901975.1	Contig	62113	5167036	233	Newbler v. 2.5.3	Microbe	PRJNA264317	Universite Laval	SAMN05728463	"01-B522"	NULL	2008	NULL	3787598	Canada: Quebec	Salvelinus fontinalis	NULL	NULL	NULL	NULL	NULL	01-B522	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	01-B522	NULL	NULL	PDT000172728.2	2016-12-13	29491	MIIM	MIIM00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"blaOXA=PARTIAL,cphA,mcr-3=HMM,sul1,tet(E),vat=HMM"	"blaOXA=PARTIAL,cphA,mcr-3=HMM,sul1,tet(E),vat=HMM"	8	"arsC=HMM,arsD=HMM,merA=HMM,merC,merP,merR,merT,qacEdelta1"	0	NULL	3.10.30	2022-05-26.1	COMBINED	1
PDT000172729.2|SAMN05728466|GCA_001902025.1|Aeromonas salmonicida subsp. salmonicida||m23067-09|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001902025.1	Contig	73508	4915126	215	Newbler v. 2.5.3	Microbe	PRJNA264317	Universite Laval	SAMN05728466	"m23067-09"	NULL	2008	NULL	3787618	Canada: Quebec	Salvelinus fontinalis	NULL	NULL	NULL	NULL	NULL	m23067-09	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	m23067-09	NULL	NULL	PDT000172729.2	2016-12-13	29491	MIIP	MIIP00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.10.30	2022-05-26.1	COMBINED	1
PDT000172730.2|SAMN05728467|GCA_001902045.1|Aeromonas salmonicida subsp. salmonicida||2009-157 K5|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001902045.1	Contig	115671	4867561	112	A5-miseq v. 20160825	Microbe	PRJNA264317	Universite Laval	SAMN05728467	"2009-157 K5"	NULL	2009	NULL	3787638	Canada: New Brunswick	Salvelinus fontinalis	NULL	NULL	NULL	NULL	NULL	2009-157 K5	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	2009-157 K5	NULL	NULL	PDT000172730.2	2016-12-13	29491	MIIQ	MIIQ00000000.1	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,tet(C),vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,tet(C),vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000172731.2|SAMN05728470|GCA_001902065.1|Aeromonas salmonicida subsp. salmonicida||JF2506|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_001902065.1	Contig	115671	4776145	117	A5-miseq v. 20160825	Microbe	PRJNA264317	Universite Laval	SAMN05728470	"JF2506"	NULL	2000	NULL	3787658	Norway	Salmo salar	NULL	NULL	NULL	NULL	NULL	JF2506	Aeromonas salmonicida subsp. salmonicida	NULL	NULL	645	NULL	NULL	JF2506	NULL	NULL	PDT000172731.2	2016-12-13	29491	MIIS	MIIS00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	"ampC=HMM,blaOXA=PARTIAL,cphA,mcr-3,mcr-3=HMM,vat=HMM"	2	"arsC=HMM,arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
