#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000006388.3|SAMN02436263|GCA_000182255.1|Burkholderia multivorans CGD1||CGD1|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000182255.1	Contig	476359	6621721	34	NULL	Generic	PRJNA30579	J. Craig Venter Institute	SAMN02436263	"ACFB","CGD1"	NULL	NULL	clinical	230498	NULL	Homo sapiens	NULL	chronic granulomatous disease patient at the NIH clinical center in Bethesda, MD, USA	NULL	NULL	NULL	ACFB	Burkholderia multivorans CGD1	NULL	NULL	87883	NULL	NULL	CGD1	NULL	NULL	PDT000006388.3	2010-11-19	513051	ACFB	ACFB00000000.1	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"abaF,ampC=HMM,bla=HMM,blaOXA=HMM,blaPEN-A=MISTRANSLATION"	"ampC=HMM,bla=HMM,blaOXA=HMM,blaPEN-A=MISTRANSLATION"	0	NULL	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000006389.3|SAMN02436264|GCA_000182275.1|Burkholderia multivorans CGD2||CGD2|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000182275.1	Contig	369540	6554147	37	NULL	Generic	PRJNA30581	The J. Craig Venter Institute	SAMN02436264	"ACFC","CGD2"	NULL	NULL	clinical	230538	NULL	Homo sapiens	NULL	chronic granulomatous disease patient at the NIH clinical center in Bethesda, MD, USA	NULL	NULL	NULL	ACFC	Burkholderia multivorans CGD2	NULL	NULL	87883	NULL	NULL	CGD2	NULL	NULL	PDT000006389.3	2010-11-19	513052	ACFC	ACFC00000000.1	NULL	NULL	NULL	0	0	0	0	4	3	NULL	"abaF,ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	"ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	0	NULL	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000006390.3|SAMN00000359|GCA_000182295.1|Burkholderia multivorans CGD2M||CGD2M|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000182295.1	Contig	509860	6564368	27	NULL	Generic	PRJNA30745	The J. Craig Venter Institute	SAMN00000359	"Burkholderia multivorans CGD2M Sample","CGD2M","SRS000589"	NULL	NULL	clinical	230578	NULL	Homo sapiens	NULL	chronic granulomatous disease patient at the NIH clinical center in Bethesda, MD, USA	NULL	NULL	NULL	NULL	Burkholderia multivorans CGD2M	NULL	NULL	87883	NULL	NULL	CGD2M	NULL	NULL	PDT000006390.3	2010-11-19	513053	ACFD	ACFD00000000.1	NULL	NULL	NULL	0	0	0	0	4	3	NULL	"abaF,ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	"ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	0	NULL	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000006877.3|SAMN00113327|GCA_000203955.1|Burkholderia cenocepacia HI2424||B1|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000203955.1	Complete Genome	2998664	7702840	4	NULL	Generic	PRJNA13918	US DOE Joint Genome Institute	SAMN00113327	"1442","B1","SRS114860"	NULL	NULL	NULL	265728	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia HI2424	NULL	NULL	95486	NULL	NULL	B1	NULL	NULL	PDT000006877.3	2011-04-11	331272	NULL	NULL	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"ampC=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-B,cml=HMM,tet=HMM"	"ampC=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-B,cml=HMM,tet=HMM"	1	"dpsA"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000007168.3|SAMN02598309|GCA_000203915.1|Burkholderia ambifaria AMMD||AMMD|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000203915.1	Complete Genome	2646969	7528567	4	NULL	Generic	PRJNA13490	DOE Joint Genome Institute	SAMN02598309	"AMMD","CP000442","SRS1564927"	NULL	NULL	NULL	265688	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CP000442	Burkholderia ambifaria AMMD	NULL	NULL	152480	NULL	NULL	AMMD	NULL	NULL	PDT000007168.3	2011-04-11	339670	NULL	NULL	NULL	NULL	NULL	0	0	0	0	5	4	NULL	"abaF,ampC=HMM,bla=HMM,blaPEN-F,tet=HMM"	"ampC=HMM,bla=HMM,blaPEN-F,tet=HMM"	2	"arsN2=HMM,dpsA"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000008078.3|SAMN02604072|GCA_000292915.1|Burkholderia cepacia GG4||GG4|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000292915.1	Complete Genome	3463655	6467321	2	NULL	Generic	PRJNA66091	U Malaya	SAMN02604072	"CP003775","GG4"	NULL	NULL	NULL	417578	Malaysia	NULL	NULL	soil	NULL	NULL	NULL	CP003775	Burkholderia cepacia GG4	NULL	NULL	292	NULL	NULL	GG4	NULL	NULL	PDT000008078.3	2012-08-27	1009846	NULL	NULL	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"bla=HMM,blaOXA=HMM,blaPEN-F"	"bla=HMM,blaOXA=HMM,blaPEN-F"	0	NULL	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000010071.3|SAMN00255228|GCA_000286555.1|Burkholderia multivorans ATCC BAA-247||ATCC BAA-247|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000286555.1	Contig	17154	6197304	590	Celera Assembler v. 6.1	Generic	PRJNA62777	J. Craig Venter Institute	SAMN00255228	"ATCC BAA-247","BURMUCF1","SRS184378"	NULL	NULL	NULL	410758	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia multivorans ATCC BAA-247	NULL	NULL	87883	NULL	NULL	ATCC BAA-247	NULL	NULL	PDT000010071.3	2012-08-10	985079	ALIW	ALIW00000000.1	NULL	NULL	NULL	0	0	0	0	4	3	NULL	"abaF,ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	"ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	9	"arsN2=HMM,clpK,hdeD-GI,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000010072.3|SAMN00255227|GCA_000286575.1|Burkholderia multivorans CF2||CF2|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000286575.1	Contig	26917	6499618	493	Celera Assembler v. 6.1	Generic	PRJNA62779	J. Craig Venter Institute	SAMN00255227	"BURMUCF2","CF2","SRS184377"	NULL	NULL	NULL	410778	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia multivorans CF2	NULL	NULL	87883	NULL	NULL	CF2	NULL	NULL	PDT000010072.3	2012-08-10	985078	ALIX	ALIX00000000.1	NULL	NULL	NULL	0	0	0	0	4	3	NULL	"abaF,ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	"ampC=HMM,bla=HMM,blaPEN-A=MISTRANSLATION"	0	NULL	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000010172.4|SAMEA3138403|GCA_000236215.4|Burkholderia cenocepacia H111||H111|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000236215.4	Complete Genome	3102677	7714893	3	NULL	Generic	PRJNA69823	University of Zurich	SAMEA3138403	"ERS610338","GCA_000236215","H111"	NULL	NULL	NULL	1728518	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia H111	NULL	NULL	95486	NULL	NULL	H111	NULL	NULL	PDT000010172.4	2015-04-17	1055524	NULL	NULL	NULL	NULL	NULL	0	0	0	0	8	8	NULL	"ampC=HMM,ant(3'')=HMM,aph(3')-II=HMM,arr=HMM,bla=HMM,blaOXA,blaPEN-B,tet=HMM"	"ampC=HMM,ant(3'')=HMM,aph(3')-II=HMM,arr=HMM,bla=HMM,blaOXA,blaPEN-B,tet=HMM"	1	"dpsA"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000017222.2|SAMN02440719|GCA_000473485.1|Burkholderia cepacia ATCC 25416||ATCC 25416|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000473485.1	Scaffold	369461	8612710	46	ALLPATHS v. R37654	Generic	PRJNA66169	JGI	SAMN02440719	"ATCC 25416","ATCC:25416","AXBO"	NULL	1948	NULL	792388	NULL	onion, Allium cepa	NULL	NULL	NULL	NULL	NULL	AXBO	Burkholderia cepacia ATCC 25416	NULL	NULL	292	NULL	NULL	ATCC 25416	NULL	"Burkholderia cepacia UCB 717, ATCC 25416"	PDT000017222.2	2013-09-30	983594	AXBO	AXBO00000000.1	NULL	NULL	NULL	0	0	0	0	8	8	NULL	"ampC=HMM,ant(3'')=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-bcc,cml=HMM,tet=HMM"	"ampC=HMM,ant(3'')=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-bcc,cml=HMM,tet=HMM"	0	NULL	0	NULL	3.11.14	2023-04-17.1	COMBINED	1
PDT000017328.3|SAMN00255233|GCA_000333155.2|Burkholderia cenocepacia K56-2Valvano||K56-2Valvano|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000333155.2	Contig	841011	7750255	19	Celera v. 7.0	Generic	PRJNA62783	J. Craig Venter Institute	SAMN00255233	"BURCENK562V","K56-2Valvano","SRS184383"	NULL	NULL	NULL	752818	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia K56-2Valvano	NULL	NULL	95486	NULL	NULL	K56-2Valvano	NULL	NULL	PDT000017328.3	2013-08-06	985076	ALJA	ALJA00000000.2	NULL	NULL	NULL	0	0	0	0	8	8	NULL	"ampC=HMM,ant(3'')=HMM,aph(3')-II=HMM,arr=HMM,bla=HMM,blaOXA,blaPEN-B,tet=HMM"	"ampC=HMM,ant(3'')=HMM,aph(3')-II=HMM,arr=HMM,bla=HMM,blaOXA,blaPEN-B,tet=HMM"	1	"dpsA"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000018011.3|SAMN00255225|GCA_000333135.2|Burkholderia cenocepacia BC7||BC7|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000333135.2	Contig	57358	7961617	295	Celera v. 6.1	Generic	PRJNA62781	J. Craig Venter Institute	SAMN00255225	"BC7","BURCENBC7","SRS184375"	NULL	NULL	NULL	780658	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia BC7	NULL	NULL	95486	NULL	NULL	BC7	NULL	NULL	PDT000018011.3	2013-09-11	985077	ALIZ	ALIZ00000000.2	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"ampC=HMM,ant(3'')=HMM,arr=HMM,blaOXA,blaPEN-B"	"ampC=HMM,ant(3'')=HMM,arr=HMM,blaOXA,blaPEN-B"	1	"dpsA"	0	NULL	3.11.2	2022-12-19.1	COMBINED	1
PDT000019414.2|SAMN02470544|GCA_000497165.1|Burkholderia dolosa PC543||PC543|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000497165.1	Chromosome	196616	6297968	64	IBDA v. May-2013	Generic	PRJNA214965	McMaster University	SAMN02470544	"AWRY","LMG:19468","PC543"	NULL	NULL	clinical	859678	USA	Homo sapiens	NULL	airway from a patient with cystic fibrosis	NULL	NULL	NULL	AWRY	Burkholderia dolosa PC543	NULL	NULL	152500	NULL	NULL	PC543	NULL	NULL	PDT000019414.2	2013-11-20	1385930	AWRY	AWRY00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"ampC=HMM,bla=HMM,blaPEN-bcc=HMM,dfrB2"	"ampC=HMM,bla=HMM,blaPEN-bcc=HMM,dfrB2"	1	"dpsA"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000019802.2|SAMN02597170|GCA_000504665.1|Burkholderia cepacia Bu72||Bu72|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000504665.1	Scaffold	1987923	7423806	6	ALLPATHS v. R37654	MIGS Cultured Bacterial/Archaeal	PRJNA61371	JGI	SAMN02597170	"AZHP","Bu72","SRS1566007"	NULL	NULL	NULL	871898	NULL	NULL	NULL	NULL	NULL	NULL	NULL	AZHP	Burkholderia cepacia Bu72	NULL	NULL	292	NULL	NULL	Bu72	NULL	"Burkholderia cepacia Bu72"	PDT000019802.2	2013-12-09	886913	AZHP	AZHP00000000.1	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"ampC=HMM,aph(3')-Ia,arr=HMM,bla=HMM,blaOXA,blaPEN-B,tet=HMM"	"ampC=HMM,aph(3')-Ia,arr=HMM,bla=HMM,blaOXA,blaPEN-B,tet=HMM"	4	"arsN2=HMM,dpsA,nccH,nccX"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000030387.2|SAMN02769654|GCA_000689555.1|Burkholderia cenocepacia PT15||PT15|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000689555.1	Contig	26568	7648458	516	Newbler v. 2.3	Generic	PRJNA114703	Macquarie University	SAMN02769654	"AXZX","PT15"	NULL	NULL	NULL	1068038	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia PT15	NULL	NULL	95486	NULL	NULL	PT15	NULL	NULL	PDT000030387.2	2014-05-12	1167689	AXZX	AXZX00000000.1	NULL	NULL	NULL	0	0	0	0	9	9	NULL	"ampC=HMM,ant(3'')=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-B,cml=HMM,gyrA_T83I=POINT,tet=HMM"	"ampC=HMM,ant(3'')=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-B,cml=HMM,gyrA_T83I=POINT,tet=HMM"	7	"arsN2=HMM,dpsA,merA=HMM,merB=HMM,merE=HMM,merP=HMM,merR=HMM"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000030388.2|SAMN02769657|GCA_000689575.1|Burkholderia cenocepacia S2AES||S2AES|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000689575.1	Contig	32510	7283954	440	Newbler v. 2.3	Generic	PRJNA114705	Macquarie University	SAMN02769657	"AXZY","S2AES"	NULL	NULL	NULL	1068058	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia S2AES	NULL	NULL	95486	NULL	NULL	S2AES	NULL	NULL	PDT000030388.2	2014-05-12	1165868	AXZY	AXZY00000000.1	NULL	NULL	NULL	0	0	0	0	9	9	NULL	"aacA38,ampC=HMM,ant(3'')=HMM,arr=HMM,bla=HMM,blaPEN-B,gyrA_D87H=POINT,sul1,tet=HMM"	"aacA38,ampC=HMM,ant(3'')=HMM,arr=HMM,bla=HMM,blaPEN-B,gyrA_D87H=POINT,sul1,tet=HMM"	14	"arsN2=HMM,dpsA,merA,merA=HMM,merB=HMM,merD,merE,merE=HMM,merP,merP=HMM,merR,merR=HMM,merT,qacEdelta1"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
PDT000030389.2|SAMN02769656|GCA_000689595.1|Burkholderia cenocepacia D2AES||D2AES|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000689595.1	Contig	43659	7477946	339	Newbler v. 2.3	Generic	PRJNA114707	Macquarie University	SAMN02769656	"AXZZ","D2AES"	NULL	NULL	NULL	1068078	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Burkholderia cenocepacia D2AES	NULL	NULL	95486	NULL	NULL	D2AES	NULL	NULL	PDT000030389.2	2014-05-12	1165869	AXZZ	AXZZ00000000.1	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"ampC=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-B,cml=HMM,tet=HMM"	"ampC=HMM,arr=HMM,bla=HMM,blaOXA=HMM,blaPEN-B,cml=HMM,tet=HMM"	1	"dpsA"	0	NULL	3.10.42	2022-10-11.2	COMBINED	1
