#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT001163630.1|SAMN17106049|GCA_029691345.1|Edwardsiella ictaluri||OTH-19-VL-NY-MS-0035|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR13280327	GCA_029691345.1	Contig	90148	3922797	110	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN17106049	"OTH-19-VL-NY-MS-0035","SRS7904830"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2019-09-17	environmental/other	42060218	USA:MS	NULL	NULL	Brain and Kidney (Ictalurus punctatus)	NULL	NULL	NULL	OTH-19-VL-NY-MS-0035	Edwardsiella ictaluri	NULL	NULL	67780	NYVETLIRN	2020-12-21	OTH-19-VL-NY-MS-0035	NULL	NULL	PDT001163630.1	2021-10-27	67780	ABLMFA	ABLMFA000000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"aph(3'')-Ib,aph(6)-Id,floR,sul2,tet(A)"	"aph(3'')-Ib,aph(6)-Id,floR,sul2,tet(A)"	4	"arsA=PARTIAL_END_OF_CONTIG,arsD,arsR,asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001451271.1|SAMN30966624|GCA_025665375.1|Edwardsiella ictaluri||669|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_025665375.1	Complete Genome	3771213	3780818	3	flye v. v2.5; CANU v. v1.7.1	Microbe	PRJNA883509	Chinese Academy of Sciences	SAMN30966624	"669","SRS15316614"	NULL	2018-08	NULL	36639278	China:Wuhan	Tachysurus fulvidraco (yellow catfish)	NULL	NULL	NULL	NULL	NULL	669	Edwardsiella ictaluri	NULL	NULL	67780	NULL	NULL	669	NULL	NULL	PDT001451271.1	2022-10-12	67780	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001451272.1|SAMN30966625|GCA_025665395.1|Edwardsiella ictaluri||E9-302|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_025665395.1	Complete Genome	3770823	3780428	3	Fyle v. v2.5; CANU v. v1.7.1	Microbe	PRJNA883510	Chinese Academy of Sciences	SAMN30966625	"E9-302","SRS15316748"	NULL	2021-04	NULL	36639298	China:Wuhan	NULL	NULL	NULL	NULL	NULL	NULL	E9-302	Edwardsiella ictaluri	NULL	NULL	67780	NULL	NULL	E9-302	NULL	NULL	PDT001451272.1	2022-10-12	67780	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640743.1|SAMN33426029|GCA_029691245.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0085|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602260	GCA_029691245.1	Contig	83846	3916923	121	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426029	"OTH-20-VL-NY-MS-0085","SRS16878246"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-09-02	environmental/other	42060118	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain and kidney (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0085	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0085	Cornell University	"Vet-LIRN"	PDT001640743.1	2023-02-23	67780	ABLMET	ABLMET000000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"aph(3'')-Ib,aph(6)-Id,floR,sul2,tet(A)"	"aph(3'')-Ib,aph(6)-Id,floR,sul2,tet(A)"	4	"arsA=PARTIAL_END_OF_CONTIG,arsD,arsR,asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640745.1|SAMN33426027|GCA_029691185.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0080|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602262	GCA_029691185.1	Contig	90148	3823494	93	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426027	"OTH-20-VL-NY-MS-0080","SRS16878243"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-08-01	environmental/other	42060058	USA:MS	Ictalurus punctatus	NULL	kidney (Ictalurus punctatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0080	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0080	Cornell University	"Vet-LIRN"	PDT001640745.1	2023-02-23	67780	ABLMEV	ABLMEV000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640749.1|SAMN33426023|GCA_029691165.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0076|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602266	GCA_029691165.1	Contig	102920	3790767	96	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426023	"OTH-20-VL-NY-MS-0076","SRS16878238"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-07-02	environmental/other	42060038	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0076	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0076	Cornell University	"Vet-LIRN"	PDT001640749.1	2023-02-23	67780	ABLMES	ABLMES000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640750.1|SAMN33426022|GCA_029691105.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0072|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602267	GCA_029691105.1	Contig	90148	3832367	101	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426022	"OTH-20-VL-NY-MS-0072","SRS16878237"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-05-04	environmental/other	42059978	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0072	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0072	Cornell University	"Vet-LIRN"	PDT001640750.1	2023-02-23	67780	ABLMEQ	ABLMEQ000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640751.1|SAMN33426032|GCA_029691145.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0088|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602268	GCA_029691145.1	Contig	102920	3779152	90	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426032	"OTH-20-VL-NY-MS-0088","SRS16878239"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-10-01	environmental/other	42060018	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain and kidney (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0088	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0088	Cornell University	"Vet-LIRN"	PDT001640751.1	2023-02-23	67780	ABLMEP	ABLMEP000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640752.1|SAMN33426031|GCA_029691125.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0087|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602269	GCA_029691125.1	Contig	98158	3837127	98	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426031	"OTH-20-VL-NY-MS-0087","SRS16878236"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-10-01	environmental/other	42060008	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain and kidney (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0087	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0087	Cornell University	"Vet-LIRN"	PDT001640752.1	2023-02-23	67780	ABLMEL	ABLMEL000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640753.1|SAMN33426030|GCA_029691085.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0086|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602270	GCA_029691085.1	Contig	98158	3837030	101	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426030	"OTH-20-VL-NY-MS-0086","SRS16878235"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-09-02	environmental/other	42059958	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain and kidney (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0086	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0086	Cornell University	"Vet-LIRN"	PDT001640753.1	2023-02-23	67780	ABLMEO	ABLMEO000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT001640755.1|SAMN33426020|GCA_029691025.1|Edwardsiella ictaluri||OTH-20-VL-NY-MS-0068|Pathogen: environmental/food/other	NULL	NULL	NULL	PAIRED	NULL	NULL	ILLUMINA	SRR23602272	GCA_029691025.1	Contig	69920	3724307	125	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA481355	Vet-LIRN-CVM-FDA	SAMN33426020	"OTH-20-VL-NY-MS-0068","SRS16878233"	Mississippi State University; College of Veterinary Medicine; Poultry Research and Diagnostic Laboratory	2020-04-06	environmental/other	42059898	USA:MS	Ictalurus punctatus x Ictalurus furcatus	NULL	brain (Ictalurus punctatus x Ictalurus furcatus)	NULL	NULL	NULL	OTH-20-VL-NY-MS-0068	Edwardsiella ictaluri	NULL	NULL	67780	VET-LIRN-NY	2023-02-23	OTH-20-VL-NY-MS-0068	Cornell University	"Vet-LIRN"	PDT001640755.1	2023-02-23	67780	ABLMEN	ABLMEN000000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	1	"asr=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
