#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000005243.2|SAMEA1705919|GCA_000063585.1|Clostridium botulinum A str. ATCC 3502|||Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000063585.1	Complete Genome	3886916	3903260	2	NULL	Generic	PRJNA193	Sanger Institute	SAMEA1705919	"000968_GCAT-20090507","ERS000067"	NULL	NULL	NULL	353458	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Clostridium botulinum A str. ATCC 3502	NULL	NULL	1491	NULL	NULL	NULL	NULL	NULL	PDT000005243.2	2012-02-06	413999	NULL	NULL	NULL	NULL	NULL	0	0	0	0	3	3	NULL	"catA=HMM,cfr,lsa=HMM"	"catA=HMM,cfr,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000005520.2|SAMN00000018|GCA_000155085.1|Clostridium sporogenes ATCC 15579||ATCC 15579|MIGS Cultured Bacterial/Archaeal	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000155085.1	Scaffold	2178842	4102325	4	NULL	MIGS Cultured Bacterial/Archaeal	PRJNA20549	Washington University Genome Sequencing Center	SAMN00000018	"20549","ATCC 15579","SRS000018"	NULL	missing	clinical	181118	not determined	Homo sapiens	NULL	NULL	not determined	NULL	NULL	NULL	Clostridium sporogenes ATCC 15579	NULL	NULL	1509	NULL	NULL	ATCC 15579	NULL	"Clostridium sporogenes ATCC 15579"	PDT000005520.2	2010-10-15	471871	ABKW	ABKW00000000.2	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"abc-f=HMM,catA=HMM,cfr,fosX=HMM,lsa=HMM"	"abc-f=HMM,catA=HMM,cfr,fosX=HMM,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000006052.2|SAMN02436237|GCA_000171055.1|Clostridium botulinum NCTC 2916||NCTC 2916|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000171055.1	Contig	433501	4031357	49	NULL	Generic	PRJNA20013	J. Craig Venter Institute	SAMN02436237	"ABDO","NCTC 2916"	NULL	NULL	NULL	210438	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ABDO	Clostridium botulinum NCTC 2916	NULL	NULL	1491	NULL	NULL	NCTC 2916	NULL	NULL	PDT000006052.2	2010-11-18	445335	ABDO	ABDO00000000.2	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"abc-f=HMM,catA=HMM,cfr,fosX=HMM,lsa=HMM"	"abc-f=HMM,catA=HMM,cfr,fosX=HMM,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000006053.2|SAMN02436292|GCA_000171075.1|Clostridium botulinum Bf||Bf|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000171075.1	Contig	170315	4217754	70	NULL	Generic	PRJNA20015	J. Craig Venter Institute	SAMN02436292	"ABDP","Bf"	NULL	NULL	clinical	210478	NULL	Homo sapiens	NULL	infant botulism case	NULL	NULL	NULL	ABDP	Clostridium botulinum Bf	NULL	NULL	1491	NULL	NULL	Bf	NULL	NULL	PDT000006053.2	2010-11-18	445336	ABDP	ABDP00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"abc-f=HMM,catA=HMM,cfr,lsa=HMM,vat=HMM"	"abc-f=HMM,catA=HMM,cfr,lsa=HMM,vat=HMM"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000006054.2|SAMN02436293|GCA_000171095.1|Clostridium botulinum C str. Eklund||Eklund|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000171095.1	Contig	145667	2961186	76	NULL	Generic	PRJNA20017	J. Craig Venter Institute	SAMN02436293	"ABDQ","Eklund"	NULL	NULL	NULL	210518	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ABDQ	Clostridium botulinum C str. Eklund	NULL	NULL	1491	NULL	NULL	Eklund	NULL	NULL	PDT000006054.2	2010-11-18	445337	ABDQ	ABDQ00000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000006220.2|SAMN02470262|GCA_000175335.1|Clostridium botulinum E1 str. 'BoNT E Beluga'||BoNT E Beluga|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000175335.1	Contig	3863095	3999201	6	NULL	Generic	PRJNA29861	Los Alamos National Laboratory	SAMN02470262	"ACSC","BoNT E Beluga"	NULL	NULL	NULL	218738	Canada	NULL	NULL	fermented whale flippers	NULL	NULL	NULL	ACSC	Clostridium botulinum E1 str. 'BoNT E Beluga'	NULL	NULL	1491	NULL	NULL	BoNT E Beluga	NULL	NULL	PDT000006220.2	2010-11-18	536233	ACSC	ACSC00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"abc-f=HMM,catA=HMM"	"abc-f=HMM,catA=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000006913.2|SAMN02603671|GCA_000204565.1|Clostridium botulinum BKT015925||BKT015925|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000204565.1	Complete Genome	2773157	3207592	6	NULL	Generic	PRJNA60407	National Veterinary Institute (SVA), Sweden	SAMN02603671	"BKT015925","CP002410"	NULL	NULL	NULL	266988	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CP002410	Clostridium botulinum BKT015925	NULL	NULL	1491	NULL	NULL	BKT015925	NULL	NULL	PDT000006913.2	2011-04-18	929506	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000007752.2|SAMEA2272270|GCA_000253195.1|Clostridium botulinum H04402 065||H04402 065|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000253195.1	Complete Genome	3919740	3919740	1	NULL	Generic	PRJEA61511	The Institute of Food Research, Norwich	SAMEA2272270	"ERS379709","GCA_000253195","H04402 065"	NULL	NULL	NULL	362908	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Clostridium botulinum H04402 065	NULL	NULL	1491	NULL	NULL	H04402 065	NULL	NULL	PDT000007752.2	2012-03-16	941968	NULL	NULL	NULL	NULL	NULL	0	0	0	0	7	7	NULL	"abc-f=HMM,blaCBP,blaR1=MISTRANSLATION,catA=HMM,cfr,fosX=HMM,lsa=HMM"	"abc-f=HMM,blaCBP,blaR1=MISTRANSLATION,catA=HMM,cfr,fosX=HMM,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000008296.3|SAMN02470277|GCA_000175395.3|Clostridium botulinum D str. 1873||1873|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000175395.3	Contig	1452319	2541246	21	NULL	Generic	PRJNA33173	Los Alamos National Laboratory	SAMN02470277	"1873","ACSJ"	NULL	1958	NULL	14868318	Chad	NULL	NULL	ham	NULL	NULL	NULL	ACSJ	Clostridium botulinum D str. 1873	NULL	NULL	1491	NULL	NULL	1873	NULL	NULL	PDT000008296.3	2019-10-30	592027	ACSJ	ACSJ00000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	NULL	3.10.42	2022-08-09.1	COMBINED	1
PDT000010194.2|SAMN02469693|GCA_000240115.1|Clostridium sporogenes PA 3679||PA 3679|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000240115.1	Scaffold	44131	4180273	256	Velvet v. 0.7.63	Generic	PRJNA71727	CSIRO Food and Nutritional Sciences	SAMN02469693	"AGAH","NCTC:8594","PA 3679"	NULL	NULL	NULL	404758	NULL	NULL	NULL	NULL	NULL	NULL	NULL	AGAH	Clostridium sporogenes PA 3679	NULL	NULL	1509	NULL	NULL	PA 3679	NULL	NULL	PDT000010194.2	2012-07-31	1075091	AGAH	AGAH00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"abc-f=HMM,catA=HMM,cfr,lsa=HMM"	"abc-f=HMM,catA=HMM,cfr,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000012481.2|SAMN02952937|GCA_000309805.1|Clostridium botulinum CDC66177||CDC66177|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000309805.1	Contig	86296	3852437	119	CLC NGS Cell v. Aug-2012	Generic	PRJNA172445	Centers for Disease Control and Prevention	SAMN02952937	"CDC66177","gb|ALYJ00000000.1"	NULL	1993	NULL	453018	Argentina	NULL	NULL	soil	NULL	NULL	NULL	NULL	Clostridium botulinum CDC66177	NULL	NULL	1491	NULL	NULL	CDC66177	NULL	NULL	PDT000012481.2	2012-11-02	1221327	ALYJ	ALYJ00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"abc-f=HMM,vat=HMM"	"abc-f=HMM,vat=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000012794.2|SAMN02471792|GCA_000353835.1|Clostridium botulinum CB11/1-1||CB11/1-1|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000353835.1	Contig	43401	3823307	171	GS De Novo Assembler v. 1.1.03	Generic	PRJNA188396	Institute of Biotechnology, University of Helsinki	SAMN02471792	"AORM","CB11/1-1","SRS8313715"	NULL	NULL	NULL	570028	Finland	NULL	NULL	Finnish food, fish roe	NULL	NULL	NULL	AORM	Clostridium botulinum CB11/1-1	NULL	NULL	1491	NULL	NULL	CB11/1-1	NULL	NULL	PDT000012794.2	2013-04-05	1289590	AORM	AORM00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"abc-f=HMM,catA=HMM"	"abc-f=HMM,catA=HMM"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000013481.2|SAMN02470654|GCA_000204395.2|Clostridium botulinum BKT028387||BKT028387|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000204395.2	Contig	29150	2833823	237	Newbler v. 2.5	Generic	PRJNA60411	National Veterinary Institute (SVA), Sweden	SAMN02470654	"AESB","BKT028387"	NULL	NULL	NULL	345128	NULL	NULL	NULL	NULL	NULL	NULL	NULL	AESB	Clostridium botulinum BKT028387	NULL	NULL	1491	NULL	NULL	BKT028387	NULL	NULL	PDT000013481.2	2012-01-29	929507	AESB	AESB00000000.1	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000013482.3|SAMN02470655|GCA_000204375.3|Clostridium botulinum V891||V891|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000204375.3	Scaffold	68878	3172457	114	Newbler v. 2.4	Generic	PRJNA60413	National Veterinary Institute (SVA), Sweden	SAMN02470655	"AESC","V891"	NULL	2007	NULL	1815718	Sweden	chicken	NULL	NULL	NULL	NULL	NULL	AESC	Clostridium botulinum V891	NULL	NULL	1491	NULL	NULL	V891	NULL	NULL	PDT000013482.3	2015-06-17	929508	AESC	AESC00000000.2	NULL	NULL	NULL	0	0	0	0	0	0	NULL	NULL	NULL	0	NULL	0	NULL	3.11.2	2023-04-17.1	COMBINED	1
PDT000017290.3|SAMN02470269|GCA_000439815.2|Clostridium botulinum Af84||Af84|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000439815.2	Contig	946263	4086083	43	Newbler v. 2.6; Velvet v. 1.1.05; parallel phrap v. SPS - 4.24	Generic	PRJNA178523	Los Alamos National Laboratory	SAMN02470269	"AOSX","Af84"	NULL	1989	clinical	1422978	Argentina	Homo sapiens	NULL	stool	NULL	NULL	NULL	AOSX	Clostridium botulinum Af84	NULL	NULL	1491	NULL	NULL	Af84	NULL	NULL	PDT000017290.3	2014-12-18	1248417	AOSX	AOSX00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"abc-f=HMM,catA=HMM,cfr,fosX=HMM,lsa=HMM"	"abc-f=HMM,catA=HMM,cfr,fosX=HMM,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000019623.1|SAMD00036773|GCA_000503815.1|Clostridium botulinum B str. Osaka05||Osaka05|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000503815.1	Scaffold	159351	4408349	55	Newbler v. 2.9	Generic	PRJDB1500	University of Miyazaki	SAMD00036773	"BAUF","Osaka05"	NULL	NULL	NULL	867598	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Clostridium botulinum B str. Osaka05	NULL	NULL	1491	NULL	NULL	Osaka05	NULL	NULL	PDT000019623.1	2013-12-04	1407017	BAUF	BAUF00000000.1	NULL	NULL	NULL	0	0	0	0	5	5	NULL	"abc-f=HMM,bla=HMM,catA=HMM,cfr,lsa=HMM"	"abc-f=HMM,bla=HMM,catA=HMM,cfr,lsa=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000023514.1|SAMN02951881|GCA_000582435.1|Clostridium botulinum CDC54085||CDC54085|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000582435.1	Contig	19805	4095763	345	MIRA v. 3.9.9	Generic	PRJNA231043	Centers for Disease Control and Prevention	SAMN02951881	"AZRQ","CDC54085"	NULL	1987	NULL	956568	Argentina	NULL	NULL	soil	NULL	NULL	NULL	NULL	Clostridium botulinum CDC54085	NULL	NULL	1491	NULL	NULL	CDC54085	NULL	NULL	PDT000023514.1	2014-02-25	1435054	AZRQ	AZRQ00000000.1	NULL	NULL	NULL	0	0	0	0	6	6	NULL	"abc-f=HMM,blaCBP,blaR1,cfr,fosX=HMM,lsa=HMM"	"abc-f=HMM,blaCBP,blaR1,cfr,fosX=HMM,lsa=HMM"	0	NULL	0	NULL	3.10.30	2022-05-26.1	COMBINED	1
PDT000030033.1|SAMN02650407|GCA_000685115.1|Clostridium sporogenes||DSM 795|Microbe	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000685115.1	Contig	722007	4106655	16	MIRA v. 3.4	Microbe	PRJNA239205	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	SAMN02650407	"Clostridium sporogenes DSM 795","DSM 795"	NULL	1908	NULL	1063438	USA	NULL	NULL	soil	NULL	NULL	NULL	Clostridium sporogenes DSM 795	Clostridium sporogenes	NULL	NULL	1509	NULL	NULL	DSM 795	NULL	NULL	PDT000030033.1	2014-05-06	1509	JFBQ	JFBQ00000000.1	NULL	NULL	NULL	0	0	0	0	2	2	NULL	"abc-f=HMM,catA=HMM"	"abc-f=HMM,catA=HMM"	1	"arsD=HMM"	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000034121.3|SAMN02593752|GCA_000710585.3|Clostridium botulinum C/D str. BKT12695||BKT12695|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000710585.3	Contig	63795	2754780	89	Newbler v. 2.6	Generic	PRJNA233471	National Veterinary Institute (SVA)	SAMN02593752	"12695","BKT12695","SRS555190"	NULL	2010	NULL	1856208	Sweden	Chicken	NULL	caecum	NULL	NULL	NULL	12695	Clostridium botulinum C/D str. BKT12695	NULL	NULL	1491	NULL	NULL	BKT12695	NULL	NULL	PDT000034121.3	2015-07-07	1443125	JENP	JENP00000000.1	NULL	NULL	NULL	0	0	0	0	1	1	NULL	"tet(M)"	"tet(M)"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
PDT000034137.1|SAMN02869849|GCA_000710995.1|Clostridium botulinum A2B3 87||A2B3 87|Generic	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	GCA_000710995.1	Contig	2767020	4168550	13	GS De Novo Assembler v. 2.6; ABySS v. 1.3.5	Generic	PRJNA213609	Army Medical and Veterinary Research Center	SAMN02869849	"A2B3 87","AUZB"	NULL	1995	clinical	1145238	Italy: Sicilia	Homo sapiens	NULL	feces	NULL	NULL	NULL	NULL	Clostridium botulinum A2B3 87	NULL	NULL	1491	NULL	NULL	A2B3 87	NULL	NULL	PDT000034137.1	2014-06-24	1379740	AUZB	AUZB00000000.1	NULL	NULL	NULL	0	0	0	0	4	4	NULL	"catA=HMM,cfr,fosX=HMM,lsa=HMM"	"catA=HMM,cfr,fosX=HMM,lsa=HMM"	0	NULL	0	NULL	3.11.2	2023-02-23.1	COMBINED	1
